node_id,model,dim,embedding_json,updated_at,profile_id
source_a6e44dd98eed381bb7ffa4d019c61b157f9daaaa,sentence-transformers/all-MiniLM-L6-v2,384,"[-0.07284600287675858, 0.05489499866962433, -0.025178000330924988, -0.007548000197857618, 0.03956399857997894, 0.08873599767684937, 0.026012999936938286, -0.05029899999499321, -0.025185000151395798, 0.12392999976873398, -0.029198000207543373, -0.019161999225616455, 0.0014349999837577343, -0.09969399869441986, -0.0682549998164177, 0.0895019993185997, 0.029418999329209328, 0.09331899881362915, -0.08907400071620941, 0.0757099986076355, 0.009704000316560268, -0.01091499999165535, -0.02290000021457672, 0.014706999994814396, -0.021863000467419624, 0.05682399868965149, 0.020075000822544098, -0.084866002202034, 0.006008000113070011, 0.053227998316287994, -0.0050860000774264336, -0.12863099575042725, 0.060426998883485794, 0.041829001158475876, -0.012341000139713287, -0.06245199963450432, 0.08417800068855286, 0.0781169980764389, 0.006506000179797411, -0.0560000017285347, -0.03341099992394447, -0.002193999942392111, 0.028209999203681946, -0.005810000002384186, 0.027015000581741333, 0.02527800016105175, 0.004127999767661095, 0.00609799986705184, -0.030257999897003174, -0.0067349998280406, 0.04232100024819374, 0.0456789992749691, -0.06659500300884247, -0.01295199990272522, -0.02999100089073181, 0.03999900072813034, -0.028471000492572784, -0.006798999849706888, 0.03331200033426285, 0.006955000106245279, -0.026643000543117523, -0.07305099815130234, 0.02399500086903572, 0.019765999168157578, -0.01791200041770935, 0.015449999831616879, -0.07227300107479095, -0.00014400000509340316, -0.017057999968528748, 0.07124300301074982, 0.01196100004017353, 0.06740900129079819, 0.06810999661684036, 0.06887199729681015, 0.01707500033080578, 0.01811799965798855, 0.060044001787900925, 0.058100998401641846, 0.000391999987186864, -0.01363999955356121, -0.018244000151753426, 0.046633001416921616, 0.004188000224530697, 0.029100000858306885, 0.005171999800950289, 0.013509999960660934, -0.03142499923706055, -0.03990200161933899, 0.011731999926269054, -0.043595001101493835, 0.025366000831127167, -0.012512000277638435, 0.04409100115299225, -0.024521000683307648, 0.07152599841356277, -0.08130799978971481, -0.09694500267505646, 0.018720999360084534, -0.040389999747276306, 0.0013539999490603805, -0.03176800161600113, 0.01805800013244152, -0.005597999785095453, -0.014651999808847904, -0.007013999857008457, -0.12438700348138809, 0.0017659999430179596, -0.013930999673902988, -0.05780399963259697, 0.0721220001578331, 0.05890100076794624, -0.0335410013794899, -0.04484400153160095, 0.08004000037908554, 0.06405500322580338, -0.07542400062084198, 0.010706000030040741, -0.08947800099849701, 0.0403130017220974, 0.05806899815797806, -0.027946999296545982, -0.039395999163389206, -0.07674899697303772, 0.023478999733924866, -0.019308999180793762, -0.020705999806523323, 0.010990000329911709, 0.0, -0.0991080030798912, -0.07364500313997269, 0.011626999825239182, -0.007495999801903963, -0.0183119997382164, 0.040766000747680664, 0.011331000365316868, -0.06255500018596649, 0.041641999036073685, 0.05060800164937973, -0.028193000704050064, 0.026590999215841293, 0.02776299975812435, 0.08336800336837769, -0.09888499975204468, -0.004738000221550465, -0.06575799733400345, -0.09443599730730057, 0.03876899927854538, -0.02672000043094158, 0.02838899940252304, 0.055330000817775726, -0.04365399852395058, -0.03153200075030327, -0.0379519984126091, -0.03853899985551834, -0.04529900103807449, -0.06606700271368027, 0.006901999935507774, 0.028022000566124916, -0.05858499929308891, 0.04403600096702576, 0.013139000162482262, 0.006269000004976988, 0.11483199894428253, -0.04770100116729736, 0.01361399982124567, 0.019718000665307045, -0.022929999977350235, -0.014271999709308147, -0.06953900307416916, 0.03776000067591667, 0.03886299952864647, -0.03239699825644493, 0.09561199694871902, 0.009579000063240528, -0.010307000018656254, -0.01568100042641163, 0.036348000168800354, 0.0013099999632686377, 0.017173999920487404, 0.050710998475551605, 0.024173999205231667, -0.05436500161886215, -0.013919999822974205, -0.06697399914264679, -0.11842100322246552, 0.10566200315952301, 0.019797999411821365, -0.0009430000209249556, -0.03445800021290779, 0.019168000668287277, 0.0123089998960495, 0.027341999113559723, -0.05116099864244461, -0.04115600138902664, -0.07755400240421295, -0.025155000388622284, 0.004600999876856804, -0.040800999850034714, 0.08199500292539597, -0.03825100138783455, -0.014479000121355057, 0.05822199955582619, -0.09665299952030182, 0.03795899823307991, 0.11729399859905243, 0.13335299491882324, -0.0026020000223070383, -0.07156900316476822, -0.09460800141096115, -0.02767300046980381, 0.01991800032556057, 0.0015569999814033508, -0.0305160004645586, -0.04867799952626228, 0.005158999934792519, -0.010443000122904778, 0.06686200201511383, 0.011261999607086182, 0.04510499909520149, 0.03064199909567833, -0.11624900251626968, -0.01232600025832653, -0.15468400716781616, -0.0, -0.019169000908732414, -0.05473500117659569, 0.012275000102818012, 0.07960599660873413, 0.05265999957919121, -0.00030499999411404133, -0.009778999723494053, -0.022897999733686447, 0.11347900331020355, -0.07591799646615982, 0.07660499960184097, 0.010910999961197376, 0.03635900095105171, 0.09868399798870087, 0.023554999381303787, -0.08118899911642075, -0.031968001276254654, -0.0013849999522790313, -0.026139000430703163, 0.06029599905014038, -0.017587000504136086, 0.12892700731754303, -0.04824899882078171, -0.04761800169944763, -0.01718599908053875, -0.0010339999571442604, -0.02648100070655346, 0.020834999158978462, -0.04298999905586243, -0.014293000102043152, -0.030028000473976135, 0.07775100320577621, -0.019253000617027283, -0.024116000160574913, 0.0036329999566078186, -0.05394899845123291, 0.03409000113606453, 0.03573400154709816, 0.06372199952602386, -0.008275000378489494, 0.038679998368024826, -0.015157000161707401, 0.012005000375211239, -0.030635999515652657, 0.048788998275995255, 0.032513998448848724, -0.07999400049448013, -0.005547000095248222, -0.023010000586509705, 0.05274000018835068, -0.12450999766588211, -0.005956000182777643, 0.0525050014257431, 0.025942999869585037, 0.06948699802160263, -0.09212800115346909, 0.028012000024318695, -0.029947999864816666, 0.022724999114871025, 0.13732300698757172, -0.04244700074195862, 0.03385600075125694, -0.035572998225688934, -0.07508999854326248, 0.04728600010275841, 0.03995300084352493, -0.013848000206053257, -0.009162000380456448, 0.05066400021314621, 0.034713998436927795, -0.03400300070643425, -0.05535700172185898, -0.013759000226855278, -0.021344000473618507, -0.017328999936580658, -0.021378999575972557, 0.04651400074362755, -0.010571000166237354, -0.05052199959754944, -0.01745999976992607, -0.04348500072956085, -0.017111999914050102, 0.013538000173866749, 0.03378799930214882, 0.00431999983265996, 0.0575920008122921, -0.05383700132369995, -0.027163999155163765, -0.027016999199986458, 0.059776000678539276, -0.024664999917149544, -0.08361499756574631, -0.020907999947667122, -0.014069999568164349, -0.05967700108885765, -0.0, 0.011900000274181366, 0.026871999725699425, 0.036660000681877136, 0.03815799951553345, -0.005661000031977892, 0.08647099882364273, -0.08785700052976608, -0.11196299642324448, 0.00963400024920702, 0.033643998205661774, 0.012981999665498734, -0.0032099999953061342, -0.0058280001394450665, 0.005865999963134527, -0.037174999713897705, -0.03984399884939194, -0.017125999554991722, -0.1041480004787445, -0.028994999825954437, -0.027643999084830284, 0.00027099999715574086, 0.04987800121307373, 0.019758999347686768, -0.022168999537825584, 0.1101130023598671, 0.01345400046557188, -0.017480000853538513, -0.06864099949598312, -0.02837200090289116, -0.03224499896168709, -0.007027999963611364, 0.08796899765729904, -0.0345430001616478, -0.027682000771164894, 0.006883000023663044, 0.01742199994623661, -0.04208499938249588, 0.03791499882936478, 0.07333700358867645, -0.11867400258779526, -0.03898699954152107, 0.09861300140619278, 0.05465399846434593, -0.04989200085401535, 0.05235699936747551, 0.014167999848723412, -0.011501999571919441, 0.07606100291013718, -0.07214300334453583, 0.04980500042438507, -0.05222000181674957, 0.03824799880385399, 0.01217699982225895, 0.02845500037074089, 0.07393600046634674, -0.050912000238895416, 0.02877099998295307, 0.025698000565171242, 0.04822399839758873, 0.016852999106049538, 0.1131799966096878, -0.017621999606490135, -0.09622800350189209, -0.014379999600350857]","2026-04-07 12:35:49",
source_00b726ced357bf6704b400a792b4c0f4d41c2380,sentence-transformers/all-MiniLM-L6-v2,384,"[-0.0616770014166832, -0.055622998625040054, -0.016307000070810318, -0.030412999913096428, 0.06717800348997116, 0.05674799904227257, -0.08984500169754028, -0.01459100004285574, -0.031178999692201614, 0.01758500002324581, 0.012613999657332897, 0.013135000132024288, 0.10517899692058563, 0.05061899870634079, -0.046268001198768616, 0.013539999723434448, 0.014015000313520432, -0.013117000460624695, 0.04684099927544594, -0.005834000185132027, 0.03090899996459484, 0.05037600174546242, 0.12482000142335892, -0.04863300174474716, -0.05113200098276138, 0.02256700024008751, -0.017986999824643135, 0.04088699817657471, -0.10934700071811676, 0.034630000591278076, 0.030966000631451607, 0.043519001454114914, -0.07255999743938446, -0.024563999846577644, 0.0690390020608902, 0.005241000093519688, -0.007253000047057867, 0.13067300617694855, 0.13303899765014648, -0.005233000032603741, -0.019426999613642693, -0.05800199881196022, 0.049830999225378036, -0.00120900000911206, -0.014430000446736813, -0.018435999751091003, -0.06097399815917015, -0.004898999817669392, -0.07260700315237045, -0.0076489998027682304, 0.022158000618219376, 0.0018060000147670507, -0.0382080003619194, -0.03356099873781204, 0.08563899993896484, -0.03810799866914749, 0.011951999738812447, 0.01607999950647354, 0.04907400161027908, -0.0235580001026392, -0.06198899820446968, -0.0616689994931221, -0.025567999109625816, -0.017751000821590424, 0.039420999586582184, 0.05830899998545647, -0.03240400180220604, 0.025287000462412834, -0.035124000161886215, 0.05482099950313568, 0.06565599888563156, 0.10265100002288818, 0.03142699971795082, 0.023938000202178955, -0.002087000058963895, 0.00850099977105856, 0.04241200163960457, 0.0424950011074543, -0.04496999830007553, -0.0005290000117383897, 0.08474700152873993, 0.01336000021547079, 0.10459599643945694, -0.07115200161933899, 0.017216000705957413, -0.05274700000882149, 0.008356000296771526, -0.048893000930547714, -0.03455200046300888, 0.03981800004839897, 0.03419100120663643, -0.005537999793887138, 0.07679899781942368, 0.0375480018556118, 0.10033000260591507, 0.003384999930858612, -0.023110000416636467, -0.0213019996881485, -0.05528600141406059, -0.0009110000100918114, 0.03562299907207489, -0.033987998962402344, -0.07932700216770172, 0.02160700038075447, -0.016342999413609505, -0.04257199913263321, -0.03336299955844879, -0.08178800344467163, -0.06141600012779236, -0.029769999906420708, 0.014585999771952629, -0.03544799983501434, -0.03696899861097336, -0.014499000273644924, 0.03975199908018112, -0.15312699973583221, 0.04266799986362457, -0.06327600032091141, -0.06373299658298492, -0.0412449985742569, 0.01968199945986271, 0.022241000086069107, 0.014499000273644924, 0.027932999655604362, 0.01713700033724308, -0.08888600021600723, -0.05803000181913376, 0.0, 0.017772000283002853, -0.0318170003592968, -0.07112599909305573, 0.0344339981675148, -0.04669399932026863, 0.041873998939991, -0.03447600081562996, -0.05451999977231026, 0.03761899843811989, -0.006938000209629536, -0.029881000518798828, 0.0892380028963089, -0.029666999354958534, 0.05849599838256836, 0.0025100000202655792, 0.005357999820262194, -0.006754999980330467, 0.05437000095844269, 0.028883999213576317, -0.04222499951720238, -0.07072799652814865, 0.002492000116035342, 0.04142700135707855, -0.07681500166654587, 0.06505700200796127, -0.015915999189019203, -0.008728999644517899, 0.03403899818658829, -0.02995000034570694, -0.014169000089168549, -0.056147001683712006, -0.04721599817276001, -0.0914670005440712, 0.01593399979174137, 0.0240470003336668, -0.03057599999010563, -0.051924001425504684, -0.05770900100469589, 0.0018179999897256494, -0.09748099744319916, -0.08621300011873245, 0.06291499733924866, -0.06241999939084053, 0.020447999238967896, 0.10202699899673462, -0.08204899728298187, 0.00899800006300211, -0.0010639999527484179, -0.03159699961543083, -0.011547000147402287, 0.03704399988055229, 0.04350699856877327, -0.009430999867618084, -0.08463799953460693, -0.09930100291967392, -0.02485400065779686, 0.013340000063180923, 0.03699899837374687, -0.0032870001159608364, 0.051336001604795456, 0.03972199931740761, -0.01740800030529499, -0.06030600145459175, -0.014003000222146511, 0.003515999997034669, 0.08107200264930725, -0.17467699944972992, -0.08568499982357025, 0.035371001809835434, 0.09217700362205505, 0.057868000119924545, -0.04026399925351143, 0.06412100046873093, 0.01553799957036972, 0.0033080000430345535, 0.0067980000749230385, 0.01905900053679943, 0.05858200043439865, -0.023747999221086502, -0.0740009993314743, -0.04535499960184097, 0.030581999570131302, 0.11416400223970413, -0.0032850001007318497, -0.06120799854397774, 0.061191998422145844, 0.026599999517202377, -0.007158000022172928, 0.007306999992579222, 0.014557000249624252, -0.04331900179386139, 0.000387999985832721, 0.04173000156879425, 0.008264999836683273, -0.03452000021934509, -0.0, -0.02455499954521656, -0.010312999598681927, 0.01909800060093403, 0.04157299920916557, 0.028338000178337097, 0.0477989986538887, -0.04605099931359291, -0.06290200352668762, 0.017162999138236046, -0.05839800089597702, 0.09591399878263474, 0.053449999541044235, -0.001129999989643693, 0.008022000081837177, 0.02259800024330616, -0.008744999766349792, 0.04911600053310394, -0.04746000096201897, -0.03911300003528595, 0.050175998359918594, 0.01708099991083145, 0.02587899938225746, -0.03471300005912781, -0.017204999923706055, -0.054423000663518906, 0.0076500000432133675, 0.027924999594688416, -0.10978599637746811, 0.04468299821019173, -0.0015269999857991934, -0.010459999553859234, 0.020542999729514122, 0.023120999336242676, 0.08012799918651581, 0.05334100127220154, 0.06151000037789345, 0.06333599984645844, -0.09366200119256973, -0.018143000081181526, 0.07607199996709824, 0.07034999877214432, 0.07557400315999985, -0.08520200103521347, -0.0704369992017746, -0.06401199847459793, -0.014120000414550304, -0.058442000299692154, 0.09326999634504318, 0.03711099922657013, -0.051885999739170074, -0.060844000428915024, 0.08940300345420837, -0.04313400015234947, -0.0021170000545680523, -0.05293399840593338, 0.04367699846625328, 0.01016900036484003, -0.060933999717235565, 0.08295000344514847, 0.024563999846577644, -0.047322001308202744, 0.038437001407146454, 0.018868999555706978, -0.11066199839115143, 0.04035099968314171, 0.0008430000161752105, -0.045942001044750214, 0.020565999671816826, 0.03493700176477432, 0.05958700180053711, 0.00329799996688962, 0.014101999811828136, -0.07431700080633163, -0.03199100121855736, 0.08121100068092346, -0.03225399926304817, -0.0635870024561882, -0.042532000690698624, -0.07345300167798996, 0.06529899686574936, -0.03563600033521652, 0.011734000407159328, -0.07702700048685074, -0.020299000665545464, -0.006391999777406454, 0.08680900186300278, 0.002595999976620078, 0.016814999282360077, 0.014462999999523163, -0.01803099922835827, -0.014492999762296677, -0.1112779974937439, 0.0073819998651742935, -0.02652299962937832, -0.05324000120162964, -0.0, 0.012636000290513039, 0.042695000767707825, 0.09101299941539764, 0.08054099977016449, -0.03429500013589859, 0.02071399986743927, 0.008414999581873417, -0.09254500269889832, -0.02500299923121929, -0.0021639999467879534, 0.07978600263595581, 0.06087400019168854, -0.048882998526096344, 0.03077399916946888, -0.08320099860429764, -0.0138349998742342, -0.007079000119119883, -0.012618999928236008, -0.007278000004589558, 0.03640199825167656, 0.056067999452352524, 0.016433000564575195, -0.09826699644327164, 0.010866000317037106, 0.04769499972462654, 0.06202799826860428, -0.07304199784994125, 0.05266899988055229, 0.012469000183045864, 0.036212000995874405, 0.03737099841237068, -0.019022999331355095, -0.08767600357532501, -0.10661700367927551, 0.02389799989759922, 0.02975199930369854, 0.04044000059366226, -0.001449999981559813, 0.022995000705122948, -0.0055519999004900455, -0.030744999647140503, 0.05446299910545349, 0.012860000133514404, 0.10624600201845169, 0.006080999970436096, -0.00018200000340584666, -0.0754690021276474, -0.028234999626874924, -0.0007149999728426337, 0.013484999537467957, -0.011556999757885933, 0.011140000075101852, -0.014763999730348587, 0.029357999563217163, 0.026007000356912613, 0.04196799919009209, 0.015985000878572464, -0.060662999749183655, -0.07145600020885468, 0.0582440011203289, 0.12776200473308563, -0.015747999772429466, -0.02833399921655655, -0.002457000082358718]","2026-04-07 12:35:49",
source_990e7ec4841786bb3ac9ce8dea8f25b69671f0d4,sentence-transformers/all-MiniLM-L6-v2,384,"[-0.0719200000166893, 0.018489999696612358, -0.08243899792432785, 0.009085999801754951, 0.02991900034248829, -0.012222000397741795, -0.0536159984767437, -0.0010079999919980764, -0.09328900277614594, -0.014328000135719776, 0.045145001262426376, -0.11168500036001205, -0.018458999693393707, -0.017914999276399612, -0.0051020001992583275, 0.05599699914455414, -0.006093999836593866, -0.034745000302791595, 0.002555999904870987, -0.03891799971461296, -0.026938000693917274, 0.03848699852824211, 0.029546000063419342, -0.014003000222146511, 0.045152001082897186, -0.035943999886512756, 0.05124099925160408, -0.07014600187540054, -0.038933999836444855, 0.04506300017237663, 0.014437999576330185, 0.0537480004131794, -0.08795300126075745, 0.06046300008893013, 0.009813999757170677, -0.009633000008761883, 0.028826000168919563, 0.07238200306892395, 0.02370700053870678, -0.07342799752950668, 0.00914399977773428, 0.011025000363588333, 0.016519000753760338, -0.008693999610841274, -0.01713000051677227, 0.05172000080347061, 0.008806000463664532, -0.03259800001978874, -0.07927999645471573, 0.09617400169372559, -0.04077799990773201, -0.031883999705314636, -0.009406999684870243, -0.0001900000061141327, 0.04765599966049194, -0.078855000436306, 0.03626000136137009, -0.05822400003671646, -0.026371000334620476, 0.04164300113916397, 0.012019000016152859, 0.01295000035315752, -0.03297000005841255, -0.03393400087952614, 0.02781200036406517, -0.05483099818229675, 0.05856100097298622, -0.001908999984152615, 2.300000051036477e-05, 0.03022800013422966, 0.04132499918341637, 0.04252700135111809, -0.04221099987626076, 0.05502000078558922, -0.08093500137329102, -0.022563999518752098, 0.021270999684929848, 0.05578500032424927, -0.09355299919843674, -0.06922899931669235, -0.01285600010305643, 0.06705500185489655, 0.09441699832677841, -0.05491499975323677, -0.10124800354242325, 0.06990200281143188, 0.00016399999731220305, -0.062199998646974564, -0.024296000599861145, -0.04617900028824806, 0.09337899833917618, -0.011780999600887299, 0.051058001816272736, -0.01331000030040741, 0.1459439992904663, -0.031543999910354614, -0.035089001059532166, 0.03329100087285042, 0.06057799980044365, -0.025716999545693398, -0.03906499966979027, 0.017204999923706055, -0.08345299959182739, 0.004044000059366226, -0.1720609962940216, -0.1019430011510849, -0.0815029963850975, -0.07341299951076508, -0.07264900207519531, 0.030859999358654022, -0.011657999828457832, 0.03155200183391571, 0.006823000032454729, 0.09565900266170502, 0.01596199907362461, -0.07202400267124176, 0.02185799926519394, 0.014678999781608582, 0.005561999976634979, -0.012060999870300293, -0.11948899924755096, 0.08289600163698196, -0.026889000087976456, 0.035301998257637024, -0.011850000359117985, -0.06542400270700455, -0.07017000019550323, 0.0, 0.02079099975526333, -0.0015719999792054296, -0.04432599991559982, 0.03208199888467789, -0.020767999812960625, -0.022622000426054, 0.010129000060260296, 0.001285000005736947, 0.0009130000253207982, -0.06038299947977066, -0.0166190005838871, -0.030787000432610512, 0.03412599861621857, -0.08568599820137024, -0.023221999406814575, 0.027383999899029732, -0.015792999416589737, -0.0608460009098053, 0.022335000336170197, 0.0007340000011026859, -0.019220000132918358, 0.020573999732732773, 0.018271999433636665, -0.006498999893665314, -0.08754699677228928, -0.013724000193178654, 0.05452999845147133, -0.006680000107735395, -0.06451600044965744, 0.014433000236749649, -0.06527400016784668, -0.08274500072002411, -0.04838100075721741, 0.005067000165581703, 0.006082000210881233, 0.0014489999739453197, 0.051013000309467316, -0.08636199682950974, -0.07184699922800064, -0.03181900084018707, -0.01589599996805191, 0.0403130017220974, -0.04234600067138672, -0.02179799973964691, 0.07614400237798691, 0.0260390006005764, 0.01773500069975853, 0.047182999551296234, -0.0392489992082119, 0.057989999651908875, -0.10567700117826462, 0.04476900026202202, 0.08728799968957901, -0.09235800057649612, -0.07087700068950653, -0.0334709994494915, -0.0010849999962374568, -0.005284000188112259, -0.0015439999988302588, 0.07582899928092957, 0.013700000010430813, -0.05652200058102608, -0.008674999698996544, -0.023761000484228134, 0.03381099924445152, 0.0022879999596625566, -0.010421999730169773, 0.0037879999727010727, 0.03667899966239929, 0.020695999264717102, 0.07132799923419952, -0.025763999670743942, 0.010282999835908413, 0.0782800018787384, -0.02459999918937683, 0.04400499910116196, 0.06377100199460983, 0.02220899984240532, 0.005386999808251858, -0.02230999991297722, -0.040766000747680664, 0.08610700070858002, -0.029260000213980675, -0.06744299829006195, 0.030294999480247498, -0.06787099689245224, 0.00430699996650219, -0.0541049987077713, 0.02059900015592575, 0.005357000045478344, 0.06520800292491913, -0.013512999750673771, -0.04240399971604347, -0.03217099979519844, -0.024095000699162483, -0.0, 0.0034199999645352364, -0.008069000206887722, -0.050666000694036484, -0.0004710000066552311, 0.027344999834895134, 0.0005789999850094318, 0.025761999189853668, 0.09352099895477295, 0.05236100032925606, -0.028642000630497932, 0.06279599666595459, 0.05345100164413452, 0.056265998631715775, 0.003790999995544553, 0.079585000872612, -0.1112309992313385, 0.01589599996805191, 0.04773100093007088, -0.022367000579833984, 0.09466899931430817, 0.009387999773025513, 0.06712400168180466, -0.07314500212669373, -0.06726399809122086, -0.016361000016331673, 0.03610699996352196, -0.022112000733613968, 0.056418001651763916, -0.03106899932026863, 0.009553000330924988, 0.026325000450015068, -0.057794999331235886, -0.024553000926971436, -0.03087400086224079, 0.010187000036239624, 0.016253000125288963, 0.05908999964594841, 0.019545000046491623, 0.04372600093483925, 0.06802400201559067, -0.056439001113176346, 0.13479100167751312, -0.033608999103307724, -0.02089099958539009, -0.009038999676704407, 0.04861300066113472, -0.0557049997150898, 0.09575899690389633, 0.02984599955379963, -0.06432600319385529, 0.10485599935054779, 0.014446999877691269, 0.11222399771213531, -0.08834400027990341, 0.07711400091648102, -0.05280400067567825, 0.017115000635385513, 0.004259999841451645, -0.06721600145101547, 0.04906800016760826, 0.023341000080108643, 0.052319999784231186, 0.07547900080680847, 0.053762998431921005, -0.022050999104976654, -0.06898300349712372, 0.0823889970779419, 0.005073999986052513, 0.03928599879145622, -0.043074000626802444, -0.02573399990797043, -0.018970999866724014, 0.021445000544190407, 0.014387000352144241, -0.015331000089645386, -0.05150799825787544, -0.034683000296354294, 0.044596001505851746, 0.025615999475121498, -0.0223580002784729, -0.01464099995791912, 0.006564999930560589, 0.04117099940776825, 0.007774000056087971, 0.15864799916744232, 0.0290910005569458, -0.003788999980315566, 0.08955100178718567, 0.11061900109052658, -0.03757400065660477, -0.005841000005602837, -0.09516199678182602, -0.025529999285936356, 0.06957799941301346, 0.044429000467061996, -0.0, 0.022324999794363976, -0.017997000366449356, 0.08204899728298187, 0.02432600036263466, 0.01561299990862608, 0.00735899992287159, 0.018069999292492867, 0.005423999857157469, -0.02981800027191639, 0.04673999920487404, -0.029038000851869583, 0.0642779991030693, -0.01622300036251545, 0.03146199882030487, -0.04432699829339981, -0.0638749971985817, 0.019259000197052956, -0.030330000445246696, -0.025174999609589577, -0.05642800033092499, 0.04238000139594078, -0.015197999775409698, 0.021546000614762306, 0.022099999710917473, 0.04637699946761131, -0.011626999825239182, -0.10382799804210663, -0.052542999386787415, 0.05308900028467178, -0.10074999928474426, -0.035693999379873276, 0.02900099940598011, 0.0046270000748336315, -0.04347100108861923, -0.02811500057578087, 0.029600000008940697, 0.07403700053691864, 0.08340100198984146, 0.056582000106573105, -0.014871999621391296, 0.011194000020623207, 0.0020200000144541264, 0.0013729999773204327, 0.03007899969816208, 0.04788000136613846, 0.007788000162690878, -0.03691000118851662, -0.01296200044453144, -0.11849399656057358, -0.048604998737573624, -0.02847900055348873, 1.8000000636675395e-05, 0.009398999623954296, 0.05028900131583214, -0.0394040010869503, -0.0731939971446991, -0.13548000156879425, 0.030837999656796455, 0.03746899962425232, 0.029790999367833138, 0.13703599572181702, 0.054354000836610794, -0.029467999935150146, -0.0061519998125731945]","2026-04-07 12:35:49",
